acquisition,inchikey,column_hash,column,entryid
PR,UPCDLBPYWXOCOK-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310788
PR,RZGFUGXQKMEMOO-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310789
PR,PMTMAFAPLCGXGK-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310790
PR,JTEGNNHWOIJBJZ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310791
PR,JTEGNNHWOIJBJZ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310792
PR,LUZSWWYKKLTDHU-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310793
PR,LUZSWWYKKLTDHU-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310794
PR,DGMPVYSXXIOGJY-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310795
PR,VMQHGBUSMBFWHN-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310796
PR,MDLTWTOQCHCLSZ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310797
PR,SLOQSNHEHSCLGS-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310798
PR,WCVUIHQUPRXYKT-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310799
PR,DSBIJCMXAIKKKI-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310800
PR,GHOKWGTUZJEAQD-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310801
PR,ODJQKYXPKWQWNK-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310802
PR,GTZCVFVGUGFEME-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310803
PR,GTZCVFVGUGFEME-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310804
PR,PBAYDYUZOSNJGU-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310805
PR,OLXZPDWKRNYJJZ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310806
PR,UBORTCNDUKBEOP-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310807
PR,OIRDTQYFTABQOQ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310808
PR,NYHBQMYGNKIUIF-UUOKFMHZSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310809
PR,WUUGFSXJNOTRMR-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310810
PR,LRFVTYWOQMYALW-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310811
PR,DRTQHJPVMGBUCF-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310812
PR,SNICXCGAKADSCV-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310814
PR,RWFBQHICRCUQJJ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310815
PR,UMLOUOBDBGOHHR-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310816
PR,OQAFURZDHYCZMF-DSXPNFDZSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310817
PR,HXMZQSGMNGTGGB-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310818
PR,PFYVANXTRYLUEB-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310819
PR,OXQONDBZMLPJFL-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310820
PR,WROKSUMDFCBDIW-GORDUTHDSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310821
PR,OJDUYMYADCXNAN-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310822
PR,RTCOMQOZOQQHTG-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310823
PR,VYGRYVGDPYFVCA-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310824
PR,VYGRYVGDPYFVCA-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310825
PR,FAVRCIXPIVJIPN-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310826
PR,QLJKHQIODQKMNW-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310827
PR,WWXZQFWOWANITM-AQASXUMVSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310828
PR,CQKNELOTFUSOTP-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310829
PR,CQKNELOTFUSOTP-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310830
PR,AERBNCYCJBRYDG-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310831
PR,AERBNCYCJBRYDG-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310832
PR,YVYMBNSKXOXSKW-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310833
PR,QYXNIRQICOBIAE-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310834
PR,DBHKHNGBVGWQJE-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310835
PR,PYVRVRFVLRNJLY-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310836
PR,IAPUZRMYFXZQIM-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310837
PR,ASWBNKHCZGQVJV-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310838
PR,ASWBNKHCZGQVJV-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310839
PR,MRTUWVDDQVMUCR-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310840
PR,MRTUWVDDQVMUCR-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310841
PR,WKQNRCYKYCKESD-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310842
PR,SPJFYYJXNPEZDW-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310843
PR,SPJFYYJXNPEZDW-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310844
PR,YAMUFBLWGFFICM-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310845
PR,YAMUFBLWGFFICM-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310846
PR,TZNOUJCNSUIBIN-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310847
PR,UISOORRILGPHLE-OEYVFKEPSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310848
PR,MNNGEUSDGJJARF-JLXBFWJWSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310849
PR,MNSWSYAAJCOKPC-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310850
PR,MNSWSYAAJCOKPC-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310851
PR,JJWYIMQKLTVAGZ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310852
PR,MZQRZWKZSAUTHQ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310853
PR,UKGNBVDSWBRBDL-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310854
PR,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310855
PR,DDKGKOOLFLYZDL-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310856
PR,TZBJGXHYKVUXJN-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310857
PR,HKQYGTCOTHHOMP-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310858
PR,HKQYGTCOTHHOMP-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310859
PR,DXYUAIFZCFRPTH-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310860
PR,WUADCCWRTIWANL-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310861
PR,KYQZWONCHDNPDP-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310862
PR,KYQZWONCHDNPDP-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310863
PR,KYQZWONCHDNPDP-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310864
PR,LFEUICHQZGNOHD-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310865
PR,MGJLSBDCWOSMHL-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310866
PR,MGJLSBDCWOSMHL-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310867
PR,ZMOZJTDOTOZVRT-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310868
PR,MTXMHWSVSZKYBT-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310869
PR,MTXMHWSVSZKYBT-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310870
PR,MTXMHWSVSZKYBT-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310871
PR,FRAUJUKWSKMNJY-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310872
PR,FRAUJUKWSKMNJY-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310873
PR,RDTAGQKYPGLCBK-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310874
PR,RDTAGQKYPGLCBK-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310875
PR,RDTAGQKYPGLCBK-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310876
PR,HOWDEROVXAADRI-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310877
PR,PNOLBYVRLYUCIC-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310878
PR,ZFUBXSYHXUTRFX-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310879
PR,VRCBYTZZZFFKEN-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310880
PR,HKEAFJYKMMKDOR-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310881
PR,MBBOMCVGYCRMEA-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310882
PR,APJYDQYYACXCRM-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310883
PR,QIVBCDIJIAJPQS-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310884
PR,XGRYRNQISNOEGY-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310885
PR,XGRYRNQISNOEGY-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310886
PR,BCRXKWOQVFKZAG-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310887
PR,XZYIQKMSOAQJCG-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310888
PR,PUZLVBQOZIVDKI-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310889
PR,QRXRWDDFTQIZAV-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310890
PR,FGYQUFZANKOISC-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310891
PR,MVGLREOVTAENKK-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310892
PR,NEMIGFQIONIZCH-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310893
PR,VRYSUGWFYFXWLB-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310894
PR,OGYHCBGORZWBPH-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310895
PR,SSWZIHDEYOORCA-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310896
PR,IYRMWMYZSQPJKC-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310897
PR,IYRMWMYZSQPJKC-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310898
PR,REFJWTPEDVJJIY-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310899
PR,SQFSKOYWJBQGKQ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310900
PR,IZQSVPBOUDKVDZ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310901
PR,CFYMYCCYMJIYAB-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310902
PR,PFMGWOVPHHEHAL-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310903
PR,HQNOUCSPWAGQND-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310904
PR,JPUKWEQWGBDDQB-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310905
PR,OVSQVDMCBVZWGM-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310906
PR,OIUBYZLTFSLSBY-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310907
PR,IDTDRZPBDLMCLB-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310908
PR,SJRXVLUZMMDCNG-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310909
PR,XLQFMBLUUSGXQY-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310910
PR,AFCDXKGLUDDXCK-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310911
PR,JMFWYRWPJVEZPV-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310912
PR,NBQPHANHNTWDML-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310913
PR,ZALWWUJLKFBCQF-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310914
PR,PUPKKEQDLNREIM-QNSQPKOQSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310915
PR,JYXSWDCPHRTYGU-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310916
PR,RTATXGUCZHCSNG-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310917
PR,YFPYXTNSQOUHPS-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310918
PR,LKZDFKLGDGSGEO-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310920
PR,IKGXIBQEEMLURG-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310921
PR,LKZDFKLGDGSGEO-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310922
PR,RPVIQWDFJPYNJM-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310923
PR,FEWRYXXFMHQZRI-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310924
PR,UIDGLYUNOUKLBM-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310926
PR,WRDDFOFFQDOVRV-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310927
PR,CAHLQXBTMALBQE-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310928
PR,PSZBCORWZMVATQ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310929
PR,ZLQYEKDHCDLAGO-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310930
PR,RLTNQOUWXZXZCS-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310931
PR,KNBPTHQAIKQFMM-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310932
PR,PEFASEPMJYRQBW-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310933
PR,WLPJMCCYDZFCBL-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310934
PR,QFSDWLPMRWDFID-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310935
PR,CAXLTZYEJPQCKD-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310936
PR,SPUFXPFDJYNCFD-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310937
PR,POYUZVAGWZVXKD-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310938
PR,SHRUKDVTMUBNTL-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310939
PR,KFEVJAZSURUKLX-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310940
PR,LCAWNFIFMLXZPQ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310941
PR,IQPNAANSBPBGFQ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310942
PR,DANYIYRPLHHOCZ-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310943
PR,OWQLBLNRUZULFV-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310944
PR,IKIIZLYTISPENI-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310945
PR,KMOUJOKENFFTPU-UHFFFAOYSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310946
PR,KMOUJOKENFFTPU-QNDFHXLGSA-N,6cc69d1a,"Acquity bridged ethyl hybrid C18 (1.7 um, 2.1 mm * 100 mm, Waters)",PR310947
